femme,LaCaille,Esperanza,4/27/1986,LES MUREAUX,92.7,173,O+
femme,Mailhot,Joséphine,9/25/1968,MULHOUSE,82.5,171,O+
homme,Bordeaux,Pierpont,11/13/1953,YERRES,90.1,179,O+
homme,Binet,Felicien,5/26/1970,CORBEIL-ESSONNES,102.9,171,B+
femme,Foucault,Arnaude,5/4/1959,VITRY-SUR-SEINE,94.0,164,A+
homme,Ruel,Brigliador,5/17/1999,THIONVILLE,85.6,173,B+
homme,Raymond,Marc,10/14/1971,DÉCINES-CHARPIEU,107.9,172,O+
homme,Francoeur,Aymon,4/7/1950,VERDUN,94.7,169,O+
homme,Salmons,Langley,3/8/2000,LIMOGES,80.3,168,O+
femme,Bourgouin,Apolline,11/3/1990,SAINT-OUEN,74.6,172,O+
homme,Dufour,Peppin,10/26/1975,VOIRON,88.9,179,A+
homme,Bilodeau,Odo,2/9/1967,METZ,84.9,172,O+
homme,Cuillerier,Édouard,12/20/1975,MARTIGUES,114.0,186,O-
homme,Provencher,Arnou,4/7/1942,CANNES-LA-BOCCA,76.8,171,A+
femme,Laframboise,Mireille,3/20/1999,LONS-LE-SAUNIER,55.6,160,O+
femme,Piedalue,Estelle,8/10/1981,BRIVE-LA-GAILLARDE,84.4,169,B+
femme,Brault,Adélaïde,9/26/1976,LA SEYNE-SUR-MER,95.2,156,B+
femme,Villeneuve,Leala,7/17/1988,LES ULIS,77.3,168,A+
femme,Routhier,Rachelle,9/5/1955,MARSEILLE,54.2,170,B+
femme,Gabriaux,Brice,3/6/1967,NANCY,101.6,155,B+
femme,Laderoute,Aubrey,6/14/1989,POITIERS,52.6,166,A+
homme,Paquette,Bertrand,8/22/1995,BAYONNE,87.4,179,A-
femme,Tessier,Aimée,8/7/1987,ARRAS,72.9,157,B+
femme,Faubert,Mignonette,4/10/1945,LE MANS,56.6,152,A+
homme,David,Donatien,6/7/1945,MOULINS,95.6,177,O+
homme,CinqMars,Ganelon,2/28/1989,FÉCAMP,66.8,189,A+
femme,Cadieux,Bradamate,12/18/1976,CARCASSONNE,62.9,154,O+
homme,Fresne,Auriville,10/3/1954,HYÈRES,110.0,177,A+
homme,Savard,Porter,9/26/1993,QUIMPER,69.0,174,B+
femme,Léveillé,Creissant,8/10/1996,FOIX,48.8,175,B+
homme,Marchesseault,Sargent,1/13/1989,SAUMUR,64.3,170,O+
homme,L'Anglais,Neville,6/7/1986,TOURS,91.6,181,O+
femme,Desforges,Avril,7/25/1951,BEAUNE,58.0,160,O+
homme,Lavoie,Rabican,8/10/1993,METZ,68.9,183,B+
homme,Guibord,Gilbert,6/10/1976,SOTTEVILLE-LÈS-ROUEN,87.2,189,B+
homme,Faure,Agrican,2/27/1966,SAINT-PRIEST,105.6,172,O+
femme,Dastous,Zara,4/13/1999,SAINTES,63.7,175,O+
femme,Leclair,Carole,5/19/1941,RENNES,90.2,166,B+
femme,Berie,Aiglentina,9/18/1978,BORDEAUX,103.9,165,O+
femme,Brodeur,Thérèse,10/30/1958,CLICHY-SOUS-BOIS,85.4,156,A+
femme,Savard,Crescent,11/2/2000,FOIX,50.1,154,O+
femme,Cadieux,Belda,5/3/1961,VILLENEUVE-LA-GARENNE,73.1,153,O+
femme,Larocque,Noémi,8/31/1971,MARSEILLE,72.3,169,A+
homme,Thériault,Mallory,12/14/1943,HOUILLES,63.1,167,B+
homme,Bourgeau,Varden,11/7/1978,BRÉTIGNY-SUR-ORGE,79.9,173,O+
femme,Mouet,Avice,6/10/1944,SAINT-DENIS,58.6,169,B+
femme,Poirier,Louise,5/14/1971,BOBIGNY,84.8,159,B+
homme,Tétrault,Hamilton,6/13/1962,LYON,104.6,181,O+
femme,Rivard,Pascaline,3/27/1935,AVIGNON,93.4,156,AB+
femme,Berger,Clothilde,5/27/1955,POISSY,85.2,168,B+
homme,Laux,Laurent,11/15/1947,POITIERS,95.5,178,A+
homme,De La Ronde,Amaury,8/7/1951,CAEN,109.1,171,A+
femme,Lessard,Océane,2/22/1954,SAINT-PIERRE-ET-MIQUELON,96.3,168,A+
femme,Lajoie,Delmare,12/24/1953,AULNAY-SOUS-BOIS,78.4,169,O+
femme,L'Heureux,Orlene,5/15/1941,PESSAC,89.7,160,B+
homme,Riel,Russell,9/29/1969,LE CANNET,82.8,169,B+
femme,Dupont,Marveille,12/31/1944,HÉROUVILLE-SAINT-CLAIR,63.0,156,A+
homme,D'Aoust,Iven,10/4/2000,CACHAN,57.8,176,O+
homme,Bergeron,Granville,5/13/1953,LE MÉE-SUR-SEINE,67.0,165,O-
femme,Demers,Cammile,1/1/1984,BOULOGNE-BILLANCOURT,99.3,157,A+
homme,Salmons,Carolos,1/30/1936,ANGLET,84.1,169,O+
femme,Goulet,Adrienne,3/11/1987,MARSEILLE,64.1,172,A-
homme,Deschamps,Bertrand,10/7/1937,VINCENNES,79.0,173,B-
femme,Tougas,Ninette,11/3/2000,BONDY,78.4,164,A-
femme,Dubois,Melisande,11/9/1935,TROYES,72.7,156,A+
femme,Rochefort,Agathe,4/14/1933,SCHOELCHER,87.7,170,A+
femme,Richard,Patience,11/2/1958,BOURGOIN-JALLIEU,89.0,163,B+
femme,St-Jean,Amarante,6/2/1965,MEYZIEU,83.3,158,O+
femme,Lagueux,Auda,2/19/1943,ALBI,87.4,162,O+
femme,Beausoleil,Colette,1/25/1953,MULHOUSE,88.3,156,B+
homme,Ménard,Cheney,2/20/1937,LA GARENNE-COLOMBES,89.1,164,O-
femme,Batard,Albertine,11/20/1992,BRÉTIGNY-SUR-ORGE,49.1,169,O+
femme,Thibault,Océane,12/28/1984,LYON,62.2,157,O+
femme,LaGarde,Agathe,11/26/1979,SAINT-MICHEL-SUR-ORGE,56.2,173,O+
homme,Rousseau,Émile,7/3/1944,PARIS,101.8,172,A+
femme,Barrette,Tempeste,9/19/1954,STRASBOURG,94.0,155,A+
femme,Gaillou,Didiane,11/25/1972,NANTES,60.8,173,O+
femme,Lavallée,Eleanor,2/15/1998,RENNES,61.3,171,A+
femme,Raymond,Corette,10/16/1966,LYON,51.4,174,O+
homme,Lavallée,Aubrey,9/26/1933,LES LILAS,100.2,170,B+
homme,Labrosse,Hamilton,3/7/1941,MAISONS-ALFORT,92.3,172,B+
femme,Bernier,Brie,1/2/1961,MONTIGNY-LÈS-METZ,62.2,163,B+
femme,Bureau,Musette,5/17/1937,PARIS,53.8,153,O+
homme,Dionne,Aloin,7/28/1997,LA TESTE-DE-BUCH,95.4,185,O+
femme,Perillard,Germaine,6/20/1933,LA GARENNE-COLOMBES,69.5,162,A+
homme,Clavet,Artus,11/18/1948,SAINT-PIERRE,62.1,167,B+
homme,Dubeau,Donatien,4/16/1988,REIMS,62.0,188,A+
femme,Vincent,Vignette,2/9/1969,GAGNY,58.0,159,B+
homme,Baril,Merlin,1/28/1939,MULHOUSE,68.7,183,O-
homme,Labbé,Saville,10/28/1954,DOLE,80.1,176,A+
homme,Chrétien,Maslin,8/29/1963,BAR-LE-DUC,74.1,181,A+
femme,Jolicoeur,Victorine,5/31/1982,BESANÇON,50.1,154,O+
homme,Bazinet,Anton,10/22/1954,SAINT-LAURENT-DU-VAR,109.7,175,A+
femme,Gervais,Brier,3/9/1959,PARIS,69.4,167,B+
homme,Couturier,Malagigi,9/19/1933,CHAUMONT,85.6,174,A-
homme,Lamothe,Frédéric,8/12/1943,VERSAILLES,87.5,170,O-
homme,Leclerc,Denis,1/25/1979,SAINT-ANDRÉ,94.3,172,B+
femme,Leclerc,Laurene,5/3/1974,CHARLEVILLE-MÉZIÈRES,83.7,173,B+
femme,Fongemie,Véronique,2/26/1975,FRANCONVILLE-LA-GARENNE,82.1,166,A+
homme,Vernadeau,Rule,4/29/1975,VIERZON,75.5,179,O-
femme,Marier,Manon,5/8/1962,LIMOGES,82.4,161,AB+
femme,Laprise,Patience,11/1/1984,ROSNY-SOUS-BOIS,50.5,168,B+
homme,Saindon,Scoville,12/5/1934,MARSEILLE,59.4,165,B+
femme,Babin,Phillipa,10/6/1989,SAINT-SÉBASTIEN-SUR-LOIRE,94.7,172,A+
femme,Guimond,Georgette,5/11/1952,HÉROUVILLE-SAINT-CLAIR,79.8,167,A+
femme,Corbin,Baptiste,11/27/1964,MULHOUSE,94.1,153,O+
femme,Lussier,Fifi,12/18/1952,BERGERAC,93.8,168,O+
homme,Primeau,Pierre,1/15/1934,CLAMART,67.6,165,B+
homme,Sacré,Marsilius,3/18/1952,VILLENEUVE-LA-GARENNE,70.0,175,A+
homme,Lanteigne,Jesper,8/16/1937,LANESTER,93.0,182,O+
femme,Riquier,Azura,1/20/1986,MAUBEUGE,87.8,170,O-
femme,Aubin,Alice,11/17/1958,TOULOUSE,102.8,172,O+
homme,Busque,Henri,7/5/1974,LE PUY-EN-VELAY,87.5,169,AB+
femme,Quinn,Océane,4/17/1943,SAINTE-MARIE,74.7,155,A+
homme,Dupuy,Beltane,12/24/1985,BAIE-MAHAULT,78.5,177,O+
femme,Léveillé,Maryse,11/7/1935,LE MANS,67.7,170,B+
femme,Labrecque,Eloise,8/27/1966,VILLENEUVE-SUR-LOT,100.0,170,A+
homme,Phaneuf,Mason,11/20/1969,LYON,107.9,178,O+
homme,Bernard,Germain,6/12/1933,VERSAILLES,73.1,171,O+
homme,Côté,Valiant,10/29/1980,MONTPELLIER,100.9,185,A+
femme,Marchesseault,Odette,2/28/1982,BERGERAC,70.5,162,A-
homme,Proulx,Amaury,9/2/1938,DOLE,67.7,168,B+
femme,Cotuand,Faye,5/8/1943,STRASBOURG,96.8,164,B+
homme,Gregoire,Travers,4/28/1942,THIONVILLE,102.4,171,B+
homme,Aucoin,Fabien,4/29/1998,STRASBOURG,98.6,169,O+
femme,Chabot,Ormazd,12/22/1963,VOIRON,63.2,170,B+
femme,Grimard,Yolette,5/17/1964,GUÉRET,54.3,163,O+
femme,Charette,Ermengardi,8/30/1934,NANTES,50.8,161,O+
femme,Hughes,Dixie,1/3/1947,SAINT-DIZIER,77.6,163,A+
homme,Maheu,Burrell,11/3/1951,VILLEPARISIS,87.2,185,B-
homme,Forest,Gabriel,6/14/1969,VILLEMOMBLE,89.4,172,B+
femme,Bélanger,Pensee,8/22/1997,TOURS,64.6,166,A+
femme,Labrecque,Marveille,9/16/1936,LORMONT,77.2,164,A+
homme,Royer,Senapus,1/14/1986,SAINT-ÉTIENNE-DU-ROUVRAY,102.1,172,A+
homme,Lesage,Merlin,4/4/1996,ÉPERNAY,57.6,168,O+
femme,Salois,Lirienne,12/23/1983,TAVERNY,76.8,163,B+
femme,Audet,Valentine,4/30/1935,LE PERREUX-SUR-MARNE,81.8,160,O+
homme,Caisse,Namo,7/22/1938,LE MANS,85.6,171,AB+
femme,Bussière,Brigitte,9/29/1977,LES ABYMES,82.2,159,O+
homme,Aubé,Senior,8/5/1949,PAU,80.7,170,B+
femme,Therriault,Amarante,12/28/1992,BONDY,96.3,159,A+
femme,Busque,Morgana,7/15/1974,MURET,97.5,168,O+
homme,Dupéré,Yvon,10/3/1994,ALFORTVILLE,81.8,169,O-
femme,Provencher,Valérie,8/26/1982,METZ,69.8,174,A-
femme,Bonnet,Calandre,8/9/1969,MAISONS-ALFORT,102.1,169,A+
femme,Parmentier,Fayme,9/10/1995,LE MANS,47.4,171,O+
homme,Chartier,Dexter,11/20/1971,LE PORT,107.6,175,B+
homme,St-Jacques,Cloridan,4/30/1960,SAINT-ÉTIENNE,104.9,173,A-
homme,Martin,Christian,5/21/1998,LORMONT,85.6,181,B+
homme,Lereau,Harcourt,1/25/1987,PONTOISE,67.2,181,A+
femme,Barrientos,Delphine,10/4/1976,DIEPPE,59.7,156,O-
femme,Lepage,Véronique,7/13/1970,CHERBOURG,68.3,162,O+
homme,Lépicier,Laurent,3/18/1992,PERPIGNAN,101.5,176,O+
femme,Simard,Avelaine,11/3/1983,ORVAULT,60.2,159,B+
homme,Chalut,Aubin,12/20/1974,VILLENEUVE-LA-GARENNE,70.7,167,A+
femme,Giguère,Villette,9/5/1966,CHAMBÉRY,61.5,172,B+
femme,Labbé,Élisabeth,7/25/1937,LILLE,49.8,156,A+
homme,Guédry,Byron,1/19/1951,SUCY-EN-BRIE,107.4,171,B+
homme,Bourget,Franck,10/10/1937,LE CHESNAY,85.7,178,O+
homme,Chartier,Fabien,5/9/1940,ISSY-LES-MOULINEAUX,70.8,183,A+
homme,Parenteau,Jacques,5/7/1979,CHERBOURG,98.7,179,A+
femme,Soucy,Colette,6/26/1942,CAEN,100.2,162,O+
homme,Vertefeuille,Harcourt,6/2/1948,CHAMPS-SUR-MARNE,101.8,163,A+
femme,Meunier,Allyriane,1/15/1949,TOULON,61.3,160,B+
homme,Gaillard,Bevis,7/12/1943,COURBEVOIE,96.9,176,O+
femme,Authier,Zara,1/18/1992,MÂCON,87.3,165,B+
femme,Louineaux,Virginie,3/30/1984,CONCARNEAU,101.5,165,O+
femme,Begin,Madeleine,8/10/1999,ROANNE,44.0,159,AB+
femme,Lalonde,Constance,7/31/1948,CHATOU,50.7,155,A+
homme,Dubeau,Thierry,3/8/2000,DAMMARIE-LES-LYS,83.6,163,A+
homme,Paulet,Fiacre,9/26/1992,OULLINS,95.6,175,B+
femme,Dupont,Nathalie,6/10/1934,SAINT-CLOUD,65.3,169,A-
femme,Allain,Arnaude,8/27/1940,DIJON,61.6,166,A+
femme,Gaillou,Matilda,4/13/1975,MEUDON-LA-FORÊT,83.9,157,O+
femme,Despins,Ancelina,9/5/1955,MARIGNANE,92.8,164,O+
homme,Marois,Christien,8/4/1954,MIRAMAS,82.4,186,A+
femme,Dubé,Matilda,6/3/1955,VÉNISSIEUX,100.0,152,A+
homme,Phaneuf,Ogier,10/27/1972,DRAVEIL,100.6,183,O+
femme,L'Hiver,Coralie,7/18/1940,VILLENEUVE-D'ASCQ,87.6,163,A-
homme,CinqMars,Amaury,12/4/1939,NARBONNE,61.0,170,B+
homme,Grivois,Fletcher,3/8/1983,SAINT-DIZIER,87.9,183,AB+
femme,Devost,Voleta,12/3/1982,BESANÇON,97.6,157,O+
femme,Cotuand,Monique,11/16/1941,MONTPELLIER,61.5,161,B+
femme,Lebrun,Delmare,3/5/1996,NÎMES,57.9,171,B+
femme,De La Vergne,Slainie,1/6/1959,BASTIA,53.0,152,B+
femme,Doiron,Jewel,10/16/1961,VILLEPINTE,67.4,169,O+
homme,Chandonnet,Adrien,4/9/1983,PARIS,77.6,176,A+
homme,Voisine,Channing,7/25/1956,FLEURY-LES-AUBRAIS,65.5,167,A+
femme,Salmons,Coralie,2/9/1933,ARLES,68.0,152,B+
femme,Charpentier,Suzette,4/2/1981,DIEPPE,97.5,174,A+
homme,Joly,Richard,11/29/1983,CROIX,78.6,169,B+
homme,Brochu,Travers,8/4/2000,ANTONY,78.8,173,A+
femme,Barrière,Danielle,10/25/1979,LA CIOTAT,100.4,175,A+
homme,Mailly,Frédéric,6/3/1935,ANNEMASSE,73.1,174,O+
homme,Guédry,Peverell,1/17/1941,CENON,69.6,183,O-
femme,Savard,Juliette,5/2/1994,VALLAURIS,70.6,165,A+
homme,De La Ronde,Ferragus,1/17/1939,LES LILAS,71.2,168,O-
femme,Ailleboust,Fleur,9/8/1967,LA CIOTAT,58.2,162,A+
femme,Aupry,Alaine,6/22/1985,VILLEJUIF,92.7,169,O-
femme,Méthot,Marveille,3/22/1987,REIMS,68.7,168,B-
femme,De La Vergne,Mirabelle,6/18/1941,TOULON,54.3,151,A+
femme,Moïse,Georgette,1/7/1934,LE GRAND-QUEVILLY,59.0,161,A+
homme,Marseau,Burnell,4/20/1978,NEUILLY-SUR-MARNE,97.4,178,AB+
femme,Potvin,Babette,6/1/1975,ÉLANCOURT,57.0,159,B+
homme,LaGrande,Agrican,1/12/2000,CANNES,75.6,185,A-
femme,Bisson,Nathalie,1/13/1952,CHÂTELLERAULT,87.9,155,A+
femme,Sabourin,Vivienne,11/6/1958,SAINT-PRIEST,62.9,153,O+
femme,Ruel,Eulalie,9/25/1946,RUEIL-MALMAISON,63.7,166,O+
homme,Jobin,Porter,5/4/1950,SAINT-BENOÎT,91.4,171,O+
homme,Beaujolie,Burnell,12/9/1956,LA GARDE,66.9,176,AB+
homme,Sanschagrin,Gill,10/30/1945,PONTAULT-COMBAULT,83.9,171,O+
femme,Tardif,Royale,2/6/1948,BAR-LE-DUC,63.4,152,O+
femme,Querry,Mariette,8/14/1935,MONTLUÇON,91.1,157,AB+
homme,Dagenais,Mandel,3/9/1988,PALAISEAU,107.3,178,O+
femme,Bélanger,Marguerite,7/20/1964,SEDAN,82.2,162,O+
homme,Vertefeuille,Kerman,3/22/1958,FÉCAMP,65.5,171,O+
femme,Rocheleau,Pauline,11/26/1972,VILLENEUVE-D'ASCQ,103.9,164,O+
femme,Descoteaux,Marguerite,9/25/1973,LE MOULE,76.9,171,O-
homme,Vallée,Audric,9/11/1944,RILLIEUX-LA-PAPE,85.3,184,B+
homme,Plaisance,Raymond,7/11/1946,BOULOGNE-BILLANCOURT,79.9,179,B+
homme,Bonami,Namo,11/19/1974,SAINT-BRIEUC,85.4,187,O+
homme,Arnoux,Geoffrey,7/30/1994,BRIVE-LA-GAILLARDE,109.7,176,O+
homme,Cuillerier,Brice,9/30/1977,TOULOUSE,95.8,169,O+
homme,Rouleau,Joseph,2/8/1972,MEAUX,71.4,170,B+
homme,Drouin,Porter,3/22/1954,GARGES-LÈS-GONESSE,62.3,172,A+
homme,Gagnon,Harbin,3/1/1954,NANCY,98.3,166,A+
femme,Bonneville,Kari,7/3/1988,TOURNEFEUILLE,61.3,156,A-
femme,Pirouet,Hilaire,5/25/1942,COLMAR,71.9,159,O+
femme,Mercier,Ophelia,8/31/1941,POISSY,56.1,153,O+
homme,Étoile,Chappell,3/25/1986,THIAIS,101.2,189,O+
homme,Duplanty,Octave,12/15/1949,CONCARNEAU,75.7,179,A+
homme,Charron,Loring,5/3/1998,VITROLLES,81.4,170,A+
femme,Rossignol,Eleanor,9/17/1978,MONTIGNY-LE-BRETONNEUX,69.9,161,A+
homme,Bourgeois,Octave,10/31/1947,VILLEFRANCHE-SUR-SAÔNE,93.2,179,O+
femme,Bolduc,Constance,4/16/1952,DOUAI,59.4,169,AB+
homme,Lamy,Platt,12/20/1984,SAINTE-GENEVIÈVE-DES-BOIS,82.3,184,B+
femme,Cloutier,Esmeraude,9/5/1980,DRANCY,96.4,174,O-
femme,Bourdette,Joséphine,2/3/1965,LES ABYMES,93.6,159,B+
femme,Arsenault,Nathalie,12/30/1982,NOISY-LE-GRAND,58.0,169,B+
femme,Lacombe,Cinderella,8/15/1969,MARSEILLE,97.2,167,B-
homme,Grenier,Robert,10/17/1977,SAINTE-GENEVIÈVE-DES-BOIS,92.2,181,O+
femme,Cadieux,Marguerite,3/19/1959,EAUBONNE,51.9,156,B+
femme,Lamoureux,Ila,3/2/1993,LAVAL,97.2,169,B+
homme,Coulombe,Honoré,9/18/1947,FRANCONVILLE-LA-GARENNE,77.8,184,B+
homme,Duranseau,Carolos,11/23/1958,ARMENTIÈRES,90.7,172,A+
femme,Thibodeau,Vedette,9/1/1968,RENNES,53.2,163,A+
homme,Lazure,Auguste,5/25/1964,PERPIGNAN,71.8,186,O-
femme,DuLin,Ermengardi,4/11/1954,PANTIN,97.4,172,A-
homme,Chevrette,Jeoffroi,8/19/1995,MARSEILLE,86.2,172,B+
homme,Despins,Percy,6/29/1992,VOIRON,85.5,173,B+
femme,Audet,Avril,5/20/1940,PARIS,89.1,157,O-
homme,Perillard,Millard,11/18/1960,CRÉTEIL,113.1,182,A+
homme,Massé,Florus,7/10/1948,CHERBOURG,101.3,183,O+
homme,Tachel,Jay,3/18/1955,OLIVET,63.3,168,A+
femme,Cloutier,Philippine,8/31/1935,MARSEILLE,71.3,168,A+
homme,CinqMars,Hamilton,7/27/1967,VILLIERS-SUR-MARNE,108.9,180,A+
femme,Langlois,Villette,9/1/1982,LES LILAS,76.2,155,O+
homme,Jetté,Christian,3/1/1964,PONTAULT-COMBAULT,94.0,187,A+
homme,Querry,Ansel,4/18/1980,TOULOUSE,83.4,167,O+
femme,Meunier,Ormazd,2/2/1957,ORLÉANS,80.1,168,B-
homme,Couturier,Roslyn,2/25/1951,SAINT-PAUL,82.6,164,O+
homme,Gagnon,Hardouin,9/13/1946,NANTERRE,64.0,180,O+
femme,Bordeleau,Ambra,1/8/1952,TOULOUSE,51.6,165,A+
femme,St-Jean,Musette,7/20/1962,ÉPINAY-SUR-SEINE,88.0,164,A-
homme,Étoile,André,12/13/1935,LE CREUSOT,68.1,166,AB+
homme,Du Trieux,Lothair,5/20/1990,MAMOUDZOU,109.0,181,O+
femme,Melanson,Edmee,10/8/1962,ORLY,83.9,163,B+
homme,de Chateaub,Cloridan,6/12/1978,ROMAINVILLE,63.3,184,AB+
homme,Dufresne,Mandel,5/21/1992,MONT-SAINT-AIGNAN,88.4,181,O+
femme,Garcia,Millicent,5/18/1949,ARLES,63.2,168,AB+
femme,Desroches,Anne,10/19/1989,SAINT-MÉDARD-EN-JALLES,63.3,156,A+
homme,Vaillancourt,Jean,11/9/1941,OLIVET,87.0,164,A+
femme,Monrency,Madelene,8/18/1942,DIGNE-LES-BAINS,55.5,154,AB+
femme,Louineaux,Brunella,9/8/1973,YERRES,69.6,172,B+
homme,Mainville,Varden,9/19/1969,BAYONNE,76.1,188,A+
femme,Renaud,Thérèse,1/8/1978,MONTMORENCY,85.8,164,B+
femme,Brisette,Babette,2/23/1992,PARIS,65.9,157,O-
femme,Laforge,Arlette,7/15/1961,SAINT-ÉTIENNE,76.5,158,A+
homme,Joly,Peverell,7/4/1958,COLMAR,89.4,182,B+
femme,Doyon,Jacqueline,6/24/1984,CALAIS,81.0,159,O+
homme,Charrette,Saville,12/21/1992,SAUMUR,98.1,174,B+
homme,Duplanty,Toussaint,5/25/1946,SAINT-GERMAIN-EN-LAYE,78.7,173,O+
femme,Huot,Alphonsine,2/10/1992,LA POSSESSION,62.5,169,O+
homme,Laliberté,Eliot,1/26/1947,VINCENNES,77.4,164,B+
femme,Auger,Julienne,6/30/1984,ROUBAIX,70.5,160,O+
homme,Brault,Rémy,9/15/1940,MONTGERON,67.9,179,B+
femme,Deserres,Laetitia,4/15/1961,VIGNEUX-SUR-SEINE,79.3,157,O+
homme,Benoit,Laurent,5/27/1998,TOULOUSE,54.8,164,A+
homme,Jetté,Martin,8/10/1954,SAINT-CLOUD,80.6,175,B+
homme,Jodion,Ansel,8/7/1986,NÎMES,66.2,182,B+
femme,Batard,Avelaine,11/22/1976,LA SEYNE-SUR-MER,59.5,162,O+
femme,DuLin,Maryse,11/1/1988,MILLAU,88.8,156,O+
femme,Talon,Fayette,5/30/1996,LA POSSESSION,62.0,163,AB+
homme,Thivierge,Dexter,4/26/1935,SAINT-BENOÎT,91.6,182,O-
femme,Laisné,Ila,5/2/1966,SAINT-LOUIS,78.0,154,O+
homme,Perillard,Aubrey,7/31/1995,LA PLAINE-SAINT-DENIS,104.8,178,O+
femme,Caouette,Minette,8/5/1975,BEAUVAIS,55.0,155,A+
homme,Mazuret,Marsilius,1/17/1977,SOISSONS,85.2,189,B+
homme,Meunier,Burkett,12/23/1947,MURET,98.2,175,B+
femme,Leroy,Clothilde,1/30/1994,COMPIÈGNE,93.6,159,B+
femme,Rocheleau,Nicolette,5/23/1983,NOISY-LE-GRAND,54.9,175,O+
homme,Fortin,Jérôme,11/29/1998,SAINT-NAZAIRE,86.9,165,AB+
femme,Francoeur,Rosamonde,1/8/1998,VAULX-EN-VELIN,63.2,174,A+
homme,Rivard,Julien,1/8/1976,ÉVREUX,74.7,171,A+
femme,Lauzier,Arianne,8/25/1966,MEAUX,51.1,173,A-
homme,Bisaillon,Adrien,4/16/1988,LE CREUSOT,102.7,169,O+
femme,Roux,Huette,8/14/1999,MAGAGNOSC,59.4,153,AB+
femme,Tardif,Carine,6/4/1952,MARSEILLE,51.3,164,O+
homme,Gabriaux,Raoul,10/21/1961,SAINT-RAPHAËL,72.8,179,O+
femme,Jardine,Constance,3/28/1964,MONTGERON,70.3,162,B-
